date,hour,rented_bike_count,temperature,humidity,wind_speed,dew_point,solar_radiation,rainfall,snowfall,cloud_cover,apparent_temperature,wind_gusts,sunshine_duration
2024-01-01,0,432,1.7,74,1.75,-2.4,0.0,0.0,0.0,100,-1.6,3.6,0.0
2024-01-01,1,583,1.7,76,2.46,-2.2,0.0,0.0,0.0,100,-2.0,3.8,0.0
2024-01-01,2,519,2.7,74,3.16,-1.5,0.0,0.0,0.0,100,-1.3,5.1,0.0
2024-01-01,3,272,2.8,74,2.69,-1.3,0.0,0.0,0.0,100,-0.9,4.9,0.0
2024-01-01,4,142,2.6,76,2.25,-1.2,0.0,0.0,0.0,65,-0.8,4.2,0.0
2024-01-01,5,76,0.6,88,2.09,-1.1,0.0,0.0,0.0,91,-2.8,3.4,0.0
2024-01-01,6,103,0.1,91,2.38,-1.2,0.0,0.0,0.0,100,-3.5,2.8,0.0
2024-01-01,7,148,1.3,88,1.02,-0.5,0.0,0.0,0.0,100,-1.4,2.8,0.0
2024-01-01,8,243,1.8,86,1.39,-0.4,0.0,0.0,0.0,100,-1.1,2.1,0.0
2024-01-01,9,437,3.1,81,1.3,0.1,4.0,0.0,0.0,100,0.4,3.1,0.0
2024-01-01,10,665,3.7,77,1.39,0.1,35.0,0.0,0.0,100,0.9,2.7,0.0
2024-01-01,11,1001,4.6,72,1.9,0.0,90.0,0.0,0.0,57,1.5,3.9,0.0
2024-01-01,12,1228,5.4,69,1.81,0.2,154.0,0.0,0.0,27,2.4,4.2,0.0
2024-01-01,13,1389,6.6,64,1.71,0.2,335.0,0.0,0.0,25,3.6,4.5,3600.0
2024-01-01,14,1636,7.5,59,2.28,0.0,380.0,0.0,0.0,98,4.2,5.2,3600.0
2024-01-01,15,1665,7.4,59,2.38,-0.2,189.0,0.0,0.0,100,4.0,5.2,1608.19
2024-01-01,16,1483,7.2,58,2.47,-0.6,91.0,0.0,0.0,100,3.7,4.7,0.0
2024-01-01,17,1121,6.9,59,2.21,-0.6,37.0,0.0,0.0,100,3.5,4.4,0.0
2024-01-01,18,818,4.7,72,1.9,0.1,9.0,0.0,0.0,4,1.6,3.4,0.0
2024-01-01,19,668,3.2,79,1.96,-0.0,0.0,0.0,0.0,91,0.1,2.9,0.0
2024-01-01,20,536,1.9,87,1.96,-0.1,0.0,0.0,0.0,32,-1.3,2.9,0.0
2024-01-01,21,458,2.0,79,3.11,-1.3,0.0,0.0,0.0,16,-1.9,4.7,0.0
2024-01-01,22,291,1.6,70,3.8,-3.3,0.0,0.0,0.0,1,-3.0,5.9,0.0
2024-01-01,23,169,0.6,73,3.98,-3.7,0.0,0.0,0.0,0,-4.1,6.3,0.0
2024-01-02,0,96,-0.5,78,3.81,-3.9,0.0,0.0,0.0,0,-5.1,6.3,0.0
2024-01-02,1,57,-1.3,78,3.54,-4.6,0.0,0.0,0.0,0,-5.8,6.1,0.0
2024-01-02,2,47,-1.9,79,3.45,-5.1,0.0,0.0,0.0,0,-6.5,5.8,0.0
2024-01-02,3,19,-2.4,79,3.01,-5.6,0.0,0.0,0.0,0,-6.8,5.5,0.0
2024-01-02,4,55,-2.9,80,2.69,-5.8,0.0,0.0,0.0,0,-7.2,4.8,0.0
2024-01-02,5,205,-3.5,83,2.45,-5.9,0.0,0.0,0.0,0,-7.7,4.4,0.0
2024-01-02,6,578,-4.0,87,2.33,-5.9,0.0,0.0,0.0,0,-8.1,4.0,0.0
2024-01-02,7,1340,-4.4,88,1.94,-6.1,0.0,0.0,0.0,0,-8.3,3.8,0.0
2024-01-02,8,2204,-4.7,89,1.77,-6.3,0.0,0.0,0.0,0,-8.6,3.2,0.0
2024-01-02,9,1555,-2.9,80,2.26,-5.8,16.0,0.0,0.0,0,-7.0,2.9,198.23
2024-01-02,10,1146,-1.1,67,2.5,-6.4,137.0,0.0,0.0,0,-5.3,4.7,3600.0
2024-01-02,11,1194,0.5,61,2.66,-6.1,278.0,0.0,0.0,0,-3.7,5.7,3600.0
2024-01-02,12,1334,2.1,59,2.55,-5.2,384.0,0.0,0.0,0,-2.0,5.7,3600.0
2024-01-02,13,1457,3.6,54,2.75,-4.8,440.0,0.0,0.0,0,-0.6,6.0,3600.0
2024-01-02,14,1626,4.7,50,3.0,-4.8,439.0,0.0,0.0,0,0.4,6.3,3600.0
2024-01-02,15,1817,5.4,48,3.33,-4.7,381.0,0.0,0.0,0,1.0,6.5,3600.0
2024-01-02,16,2253,5.6,47,3.28,-4.8,274.0,0.0,0.0,0,1.1,6.4,3600.0
2024-01-02,17,2640,4.8,53,2.15,-4.1,134.0,0.0,0.0,0,1.0,5.8,3600.0
2024-01-02,18,2242,1.4,69,2.67,-3.7,16.0,0.0,0.0,0,-2.6,3.5,201.84
2024-01-02,19,1483,0.3,76,2.7,-3.4,0.0,0.0,0.0,0,-3.7,3.5,0.0
2024-01-02,20,963,-0.1,79,2.12,-3.3,0.0,0.0,0.0,0,-3.8,3.4,0.0
2024-01-02,21,640,-0.2,78,2.1,-3.5,0.0,0.0,0.0,0,-3.9,3.3,0.0
2024-01-02,22,478,-0.7,80,2.35,-3.6,0.0,0.0,0.0,0,-4.5,3.7,0.0
2024-01-02,23,247,-0.8,76,2.38,-4.4,0.0,0.0,0.0,0,-4.7,3.8,0.0
2024-01-03,0,143,-1.2,77,2.16,-4.8,0.0,0.0,0.0,0,-5.1,3.7,0.0
2024-01-03,1,62,-1.7,80,2.22,-4.7,0.0,0.0,0.0,63,-5.6,3.3,0.0
2024-01-03,2,46,-1.7,81,2.43,-4.6,0.0,0.0,0.0,0,-5.7,3.9,0.0
2024-01-03,3,42,-2.2,84,2.21,-4.5,0.0,0.0,0.0,21,-6.0,3.9,0.0
2024-01-03,4,44,-2.4,85,2.21,-4.5,0.0,0.0,0.0,89,-6.2,3.5,0.0
2024-01-03,5,228,-2.4,85,2.22,-4.6,0.0,0.0,0.0,86,-6.3,3.6,0.0
2024-01-03,6,680,-2.3,84,2.24,-4.7,0.0,0.0,0.0,99,-6.2,3.5,0.0
2024-01-03,7,1545,-2.2,83,2.12,-4.8,0.0,0.0,0.0,91,-6.1,3.5,0.0
2024-01-03,8,2533,-2.0,82,2.14,-4.7,0.0,0.0,0.0,89,-5.9,3.4,0.0
2024-01-03,9,1866,-0.8,77,2.72,-4.3,12.0,0.0,0.0,8,-4.9,4.0,0.0
2024-01-03,10,1276,1.0,74,2.62,-3.2,135.0,0.0,0.0,0,-2.9,4.9,3600.0
2024-01-03,11,1365,2.9,65,2.83,-3.1,273.0,0.0,0.0,0,-1.1,5.6,3600.0
2024-01-03,12,1518,4.3,61,2.7,-2.6,377.0,0.0,0.0,0,0.4,5.9,3600.0
2024-01-03,13,1579,5.3,58,2.98,-2.2,431.0,0.0,0.0,40,1.3,6.3,3600.0
2024-01-03,14,1649,7.6,48,3.71,-2.6,405.0,0.0,0.0,100,3.2,6.8,3600.0
2024-01-03,15,1783,7.3,50,3.71,-2.5,269.0,0.0,0.0,1,2.9,7.4,3600.0
2024-01-03,16,2103,7.2,51,2.86,-2.4,272.0,0.0,0.0,8,3.2,6.7,3600.0
2024-01-03,17,2787,5.8,59,2.47,-1.7,133.0,0.0,0.0,15,2.2,5.1,3600.0
2024-01-03,18,2375,3.5,67,4.0,-2.1,16.0,0.0,0.0,11,-1.0,6.2,104.64
2024-01-03,19,1541,3.0,69,3.61,-2.2,0.0,0.0,0.0,100,-1.3,6.6,0.0
2024-01-03,20,1096,1.8,77,2.38,-1.8,0.0,0.0,0.0,95,-1.8,5.7,0.0
2024-01-03,21,709,1.6,75,2.28,-2.4,0.0,0.0,0.0,100,-2.1,4.2,0.0
2024-01-03,22,560,0.5,81,1.61,-2.3,0.0,0.0,0.0,100,-2.8,3.6,0.0
2024-01-03,23,288,-0.8,89,2.24,-2.4,0.0,0.0,0.0,100,-4.4,2.7,0.0
2024-01-04,0,169,-0.2,87,1.36,-2.0,0.0,0.0,0.0,100,-3.3,2.8,0.0
2024-01-04,1,60,0.8,81,1.2,-2.1,0.0,0.0,0.0,100,-2.3,2.5,0.0
2024-01-04,2,50,0.8,83,0.67,-1.7,0.0,0.0,0.0,100,-1.9,1.7,0.0
2024-01-04,3,52,0.6,86,1.2,-1.5,0.0,0.0,0.0,100,-2.3,1.9,0.0
2024-01-04,4,53,0.3,87,1.03,-1.6,0.0,0.0,0.0,100,-2.6,1.9,0.0
2024-01-04,5,219,0.2,86,1.61,-1.9,0.0,0.0,0.0,100,-3.1,2.3,0.0
2024-01-04,6,685,0.6,82,1.58,-2.1,0.0,0.0,0.0,100,-2.7,2.9,0.0
2024-01-04,7,1506,0.4,85,1.48,-1.8,0.0,0.0,0.0,100,-2.8,2.4,0.0
2024-01-04,8,2563,0.4,86,1.58,-1.7,0.0,0.0,0.0,100,-2.8,2.7,0.0
2024-01-04,9,1843,1.0,84,1.17,-1.4,9.0,0.0,0.0,100,-1.9,2.5,0.0
2024-01-04,10,1261,2.2,81,2.08,-0.6,52.0,0.0,0.0,99,-1.1,3.4,0.0
2024-01-04,11,1257,3.8,72,2.1,-0.8,136.0,0.0,0.0,86,0.5,4.1,205.39
2024-01-04,12,1485,5.6,59,4.55,-1.8,279.0,0.0,0.0,29,0.8,7.9,3600.0
2024-01-04,13,1467,6.7,49,6.41,-3.2,410.0,0.0,0.0,57,0.8,10.9,3600.0
2024-01-04,14,1641,6.7,47,7.17,-3.7,359.0,0.0,0.0,76,0.3,12.1,3600.0
2024-01-04,15,1753,6.3,46,7.46,-4.3,254.0,0.0,0.0,79,-0.3,12.4,3600.0
2024-01-04,16,2136,5.3,49,7.14,-4.7,139.0,0.0,0.0,0,-1.2,12.6,2653.38
2024-01-04,17,2767,4.2,42,6.52,-7.6,134.0,0.0,0.0,0,-2.2,12.0,3600.0
2024-01-04,18,2255,2.3,43,6.59,-9.0,19.0,0.0,0.0,0,-4.3,10.7,350.94
2024-01-04,19,1435,0.7,43,6.48,-10.4,0.0,0.0,0.0,0,-6.0,11.2,0.0
2024-01-04,20,952,-0.5,40,6.49,-12.5,0.0,0.0,0.0,0,-7.3,10.7,0.0
2024-01-04,21,683,-0.2,40,6.82,-12.1,0.0,0.0,0.0,0,-7.1,11.1,0.0
2024-01-04,22,451,-1.2,43,6.13,-12.2,0.0,0.0,0.0,0,-7.8,11.1,0.0
2024-01-04,23,257,-2.2,49,5.92,-11.6,0.0,0.0,0.0,0,-8.7,9.9,0.0
2024-01-05,0,120,-3.2,54,5.69,-11.3,0.0,0.0,0.0,0,-9.5,9.7,0.0
2024-01-05,1,56,-3.9,57,5.15,-11.2,0.0,0.0,0.0,0,-9.9,9.3,0.0
2024-01-05,2,36,-4.4,59,4.89,-11.2,0.0,0.0,0.0,0,-10.3,8.3,0.0
2024-01-05,3,34,-4.6,60,4.72,-11.2,0.0,0.0,0.0,0,-10.4,7.9,0.0
2024-01-05,4,51,-4.8,62,4.19,-10.9,0.0,0.0,0.0,1,-10.3,7.6,0.0
2024-01-05,5,206,-5.0,65,3.28,-10.5,0.0,0.0,0.0,52,-10.0,6.8,0.0
2024-01-05,6,558,-5.1,68,2.76,-10.0,0.0,0.0,0.0,89,-9.8,5.3,0.0
2024-01-05,7,1183,-5.2,71,2.24,-9.6,0.0,0.0,0.0,3,-9.6,4.5,0.0
2024-01-05,8,1865,-5.5,74,2.01,-9.3,0.0,0.0,0.0,0,-9.7,3.6,0.0
2024-01-05,9,1430,-4.4,70,2.81,-9.0,17.0,0.0,0.0,0,-9.0,3.7,198.33
2024-01-05,10,1089,-2.5,60,3.2,-9.2,140.0,0.0,0.0,0,-7.3,5.8,3600.0
2024-01-05,11,1190,-1.1,52,3.45,-9.6,283.0,0.0,0.0,0,-6.1,6.7,3600.0
2024-01-05,12,1397,-0.0,50,3.55,-9.3,391.0,0.0,0.0,0,-5.1,7.3,3600.0
2024-01-05,13,1503,1.0,48,3.54,-8.9,447.0,0.0,0.0,0,-4.0,7.2,3600.0
2024-01-05,14,1628,2.0,45,3.83,-8.7,447.0,0.0,0.0,0,-3.2,7.5,3600.0
2024-01-05,15,1825,2.7,44,3.65,-8.4,391.0,0.0,0.0,0,-2.3,7.5,3600.0
2024-01-05,16,2086,3.0,44,3.3,-8.2,285.0,0.0,0.0,1,-1.8,7.0,3600.0
2024-01-05,17,2343,2.3,49,2.28,-7.3,144.0,0.0,0.0,4,-1.9,6.1,3600.0
2024-01-05,18,1919,0.0,60,2.83,-6.7,19.0,0.0,0.0,4,-4.4,4.5,372.88
2024-01-05,19,1368,-0.7,66,3.08,-6.3,0.0,0.0,0.0,100,-5.2,4.9,0.0
2024-01-05,20,951,-1.0,69,3.36,-6.1,0.0,0.0,0.0,100,-5.7,5.4,0.0
2024-01-05,21,643,-1.1,69,2.51,-6.1,0.0,0.0,0.0,100,-5.3,5.3,0.0
2024-01-05,22,533,-1.7,73,2.73,-5.9,0.0,0.0,0.0,11,-6.0,4.2,0.0
2024-01-05,23,400,-2.7,78,2.79,-5.9,0.0,0.0,0.0,25,-7.0,4.4,0.0
2024-01-06,0,262,-3.4,83,2.21,-5.9,0.0,0.0,0.0,52,-7.4,4.4,0.0
2024-01-06,1,184,-4.2,87,1.87,-6.0,0.0,0.0,0.0,17,-8.0,3.4,0.0
2024-01-06,2,125,-4.5,89,1.71,-6.1,0.0,0.0,0.0,88,-8.3,2.8,0.0
2024-01-06,3,67,-4.3,89,2.2,-5.8,0.0,0.0,0.0,62,-8.3,3.6,0.0
2024-01-06,4,48,-4.9,90,1.84,-6.3,0.0,0.0,0.0,100,-8.8,3.6,0.0
2024-01-06,5,60,-5.3,92,2.32,-6.5,0.0,0.0,0.0,100,-9.5,2.8,0.0
2024-01-06,6,197,-4.0,89,1.39,-5.5,0.0,0.0,0.0,100,-7.5,2.8,0.0
2024-01-06,7,405,-4.2,93,1.14,-5.2,0.0,0.0,0.0,100,-7.6,1.8,0.0
2024-01-06,8,745,-4.0,96,0.5,-4.5,0.0,0.0,0.0,100,-6.9,1.4,0.0
2024-01-06,9,1207,-4.0,99,1.0,-4.1,11.0,0.0,0.0,100,-7.2,1.6,0.0
2024-01-06,10,1442,-2.1,82,1.7,-4.7,88.0,0.0,0.0,100,-5.7,3.6,0.0
2024-01-06,11,1787,-0.6,72,2.15,-5.0,104.0,0.0,0.0,100,-4.5,4.5,0.0
2024-01-06,12,1793,0.7,68,2.6,-4.4,144.0,0.0,0.0,100,-3.3,4.9,0.0
2024-01-06,13,1892,1.6,64,2.83,-4.5,159.0,0.0,0.0,100,-2.6,5.2,0.0
2024-01-06,14,1796,2.2,69,3.7,-2.9,134.0,0.0,0.0,100,-2.2,6.5,0.0
2024-01-06,15,1042,2.6,68,4.32,-2.6,84.0,0.0,0.0,100,-2.1,7.4,0.0
2024-01-06,16,624,2.0,77,4.07,-1.6,34.0,0.0,0.14,100,-2.5,7.1,0.0
2024-01-06,17,377,1.7,83,4.52,-0.8,30.0,0.1,0.28,100,-2.9,7.3,0.0
2024-01-06,18,316,1.2,92,4.88,0.1,2.0,0.2,0.7,100,-3.5,7.7,0.0
2024-01-06,19,242,1.0,99,5.33,0.8,0.0,0.4,0.98,100,-3.8,8.5,0.0
2024-01-06,20,190,0.9,100,5.96,0.9,0.0,0.7,1.61,100,-4.2,9.3,0.0
2024-01-06,21,81,0.8,99,7.39,0.6,0.0,0.6,0.84,100,-5.1,12.0,0.0
2024-01-06,22,126,1.0,98,7.92,0.7,0.0,0.8,0.07,100,-5.2,12.9,0.0
2024-01-06,23,160,1.0,100,8.08,1.0,0.0,0.6,0.7,100,-5.2,13.5,0.0
2024-01-07,0,110,1.3,100,7.18,1.3,0.0,0.8,0.0,100,-4.3,13.2,0.0
2024-01-07,1,58,1.4,100,6.45,1.4,0.0,1.0,0.0,100,-3.8,11.7,0.0
2024-01-07,2,52,1.5,99,7.28,1.4,0.0,0.5,0.0,100,-4.2,11.6,0.0
2024-01-07,3,35,1.8,98,7.51,1.4,0.0,0.1,0.0,100,-4.0,12.3,0.0
2024-01-07,4,23,2.0,97,7.29,1.6,0.0,0.0,0.0,100,-3.6,12.2,0.0
2024-01-07,5,15,2.2,96,7.16,1.7,0.0,0.1,0.0,100,-3.4,11.9,0.0
2024-01-07,6,64,2.2,96,6.35,1.7,0.0,0.1,0.0,100,-2.9,11.6,0.0
2024-01-07,7,97,2.3,96,5.72,1.8,0.0,0.2,0.0,100,-2.5,10.3,0.0
2024-01-07,8,275,2.4,96,5.38,1.8,0.0,0.3,0.0,100,-2.2,9.3,0.0
2024-01-07,9,483,1.8,93,4.0,0.8,3.0,0.5,0.0,100,-2.3,7.3,0.0
2024-01-07,10,583,1.5,95,3.98,0.9,25.0,1.0,0.0,100,-2.5,6.4,0.0
2024-01-07,11,517,1.4,97,4.04,1.0,60.0,0.4,0.0,100,-2.7,7.5,0.0
2024-01-07,12,661,1.3,98,5.98,1.0,71.0,0.4,0.42,100,-3.8,8.3,0.0
2024-01-07,13,1070,0.9,96,3.83,0.4,55.0,0.3,0.56,100,-3.1,9.2,0.0
2024-01-07,14,1381,1.4,93,3.86,0.4,133.0,0.2,0.0,100,-2.6,7.3,0.0
2024-01-07,15,1460,2.0,86,3.36,-0.1,210.0,0.0,0.0,100,-1.9,6.7,523.79
2024-01-07,16,1301,2.3,84,2.51,-0.0,165.0,0.0,0.0,100,-1.1,7.0,34.28
2024-01-07,17,1065,1.9,85,2.4,-0.4,44.0,0.0,0.0,100,-1.5,4.3,0.0
2024-01-07,18,841,1.2,86,2.6,-0.9,7.0,0.0,0.0,100,-2.4,4.2,0.0
2024-01-07,19,722,0.6,86,2.38,-1.4,0.0,0.0,0.0,94,-3.0,4.3,0.0
2024-01-07,20,622,-0.3,90,1.94,-1.8,0.0,0.0,0.0,70,-3.7,4.1,0.0
2024-01-07,21,426,0.0,86,3.58,-2.0,0.0,0.0,0.0,35,-4.3,5.1,0.0
2024-01-07,22,333,0.4,81,5.08,-2.5,0.0,0.0,0.0,15,-4.7,8.2,0.0
2024-01-07,23,178,0.1,81,4.52,-2.8,0.0,0.0,0.0,37,-4.8,8.2,0.0
2024-01-08,0,129,-0.6,85,3.16,-2.9,0.0,0.0,0.0,14,-4.8,7.2,0.0
2024-01-08,1,57,-0.8,86,3.22,-2.9,0.0,0.0,0.0,8,-5.0,5.1,0.0
2024-01-08,2,35,-0.6,84,3.76,-3.0,0.0,0.0,0.0,27,-5.1,5.9,0.0
2024-01-08,3,24,-0.5,83,3.83,-3.1,0.0,0.0,0.0,22,-5.0,6.4,0.0
2024-01-08,4,62,-0.9,83,3.41,-3.3,0.0,0.0,0.0,22,-5.2,6.1,0.0
2024-01-08,5,236,-0.5,80,4.38,-3.6,0.0,0.0,0.0,2,-5.4,7.0,0.0
2024-01-08,6,722,-0.8,79,4.25,-4.0,0.0,0.0,0.0,9,-5.7,7.1,0.0
2024-01-08,7,1564,-1.1,79,4.31,-4.3,0.0,0.0,0.0,14,-6.0,6.9,0.0
2024-01-08,8,2692,-0.9,77,4.46,-4.5,0.0,0.0,0.0,24,-6.0,7.2,0.0
2024-01-08,9,1776,0.0,75,4.61,-3.9,16.0,0.0,0.0,14,-5.0,8.5,152.18
2024-01-08,10,1219,1.9,69,5.59,-3.2,138.0,0.0,0.0,9,-3.6,8.7,3600.0
2024-01-08,11,1297,3.6,63,4.88,-2.8,281.0,0.0,0.0,2,-1.5,10.3,3600.0
2024-01-08,12,1436,4.5,60,4.32,-2.7,394.0,0.0,0.0,1,-0.3,8.4,3600.0
2024-01-08,13,1478,5.4,56,4.12,-2.8,455.0,0.0,0.0,1,0.8,7.9,3600.0
2024-01-08,14,1749,6.0,53,4.17,-2.8,455.0,0.0,0.0,0,1.3,7.8,3600.0
2024-01-08,15,1885,6.2,50,3.83,-3.4,401.0,0.0,0.0,15,1.6,7.7,3600.0
2024-01-08,16,2240,6.1,50,3.26,-3.6,286.0,0.0,0.0,18,1.8,6.9,3600.0
2024-01-08,17,3002,4.7,62,1.39,-2.0,149.0,0.0,0.0,20,1.6,5.6,3600.0
2024-01-08,18,2675,3.9,58,1.71,-3.7,23.0,0.0,0.0,6,0.4,2.6,431.43
2024-01-08,19,1777,3.1,61,0.72,-3.8,0.0,0.0,0.0,1,0.1,1.9,0.0
2024-01-08,20,1126,2.2,64,0.0,-3.9,0.0,0.0,0.0,26,-0.5,0.9,0.0
2024-01-08,21,806,-2.6,87,2.51,-4.4,0.0,0.0,0.0,3,-6.6,3.3,0.0
2024-01-08,22,543,-3.3,90,2.34,-4.8,0.0,0.0,0.0,2,-7.3,3.4,0.0
2024-01-08,23,396,-3.0,92,1.36,-4.1,0.0,0.0,0.0,29,-6.3,2.9,0.0
2024-01-09,0,151,-3.7,96,1.12,-4.3,0.0,0.0,0.0,36,-7.0,1.7,0.0
2024-01-09,1,80,-3.8,97,0.76,-4.3,0.0,0.0,0.0,34,-6.9,1.6,0.0
2024-01-09,2,44,-4.2,95,0.81,-5.0,0.0,0.0,0.0,58,-7.4,1.2,0.0
2024-01-09,3,33,-4.5,96,1.17,-5.0,0.0,0.0,0.0,91,-7.9,1.7,0.0
2024-01-09,4,58,-4.7,98,1.12,-5.0,0.0,0.0,0.0,100,-8.0,1.8,0.0
2024-01-09,5,256,-3.5,97,1.58,-3.9,0.0,0.0,0.0,100,-7.0,2.6,0.0
2024-01-09,6,771,-3.4,96,1.7,-4.0,0.0,0.0,0.0,100,-6.9,2.4,0.0
2024-01-09,7,1795,-2.0,90,1.66,-3.4,0.0,0.0,0.0,100,-5.5,2.5,0.0
2024-01-09,8,3184,-1.3,88,1.98,-3.1,0.0,0.0,0.0,100,-4.9,2.9,0.0
2024-01-09,9,2263,0.1,85,2.47,-2.1,9.0,0.0,0.0,100,-3.6,4.4,0.0
2024-01-09,10,1473,2.5,81,1.77,-0.5,37.0,0.0,0.0,100,-0.6,3.7,0.0
2024-01-09,11,734,5.0,72,4.08,0.4,88.0,0.0,0.0,100,0.8,5.9,0.0
2024-01-09,12,761,5.3,75,5.96,1.3,86.0,0.1,0.0,100,0.3,9.3,0.0
2024-01-09,13,615,4.5,89,5.9,2.8,57.0,0.7,0.0,100,-0.3,10.4,0.0
2024-01-09,14,432,5.0,90,7.16,3.6,76.0,0.6,0.0,100,-0.2,11.6,0.0
2024-01-09,15,478,5.9,91,8.32,4.5,68.0,1.0,0.0,100,0.2,13.7,0.0
2024-01-09,16,501,6.1,92,9.22,4.9,19.0,1.5,0.0,100,0.0,15.1,0.0
2024-01-09,17,489,7.2,91,9.75,5.9,12.0,1.3,0.0,100,1.1,16.1,0.0
2024-01-09,18,416,8.5,92,9.26,7.3,2.0,1.0,0.0,100,2.9,16.1,0.0
2024-01-09,19,250,9.4,92,8.68,8.1,0.0,3.6,0.0,100,4.4,15.3,0.0
2024-01-09,20,154,10.1,91,8.98,8.7,0.0,3.7,0.0,100,5.1,14.3,0.0
2024-01-09,21,112,11.2,90,12.77,9.6,0.0,5.5,0.0,100,4.4,20.5,0.0
2024-01-09,22,74,11.7,91,12.79,10.3,0.0,5.7,0.0,100,5.1,22.6,0.0
2024-01-09,23,41,12.5,91,15.92,11.1,0.0,6.8,0.0,100,4.5,26.7,0.0
2024-01-10,0,19,13.0,92,13.49,11.8,0.0,6.5,0.0,100,6.5,27.6,0.0
2024-01-10,1,20,12.9,93,6.89,11.8,0.0,12.9,0.0,100,9.9,21.9,0.0
2024-01-10,2,26,13.0,92,10.05,11.7,0.0,8.3,0.0,100,8.3,16.3,0.0
2024-01-10,3,23,13.4,90,11.73,11.8,0.0,0.4,0.0,100,7.9,19.2,0.0
2024-01-10,4,54,13.7,90,7.65,12.1,0.0,0.0,0.0,89,10.3,18.9,0.0
2024-01-10,5,224,12.7,92,7.14,11.4,0.0,0.1,0.0,56,9.4,12.3,0.0
2024-01-10,6,760,10.7,86,7.81,8.5,0.0,0.0,0.0,21,6.3,12.7,0.0
2024-01-10,7,1813,8.5,81,6.43,5.4,0.0,0.0,0.0,16,4.0,12.6,0.0
2024-01-10,8,3293,7.0,75,6.02,3.0,0.0,0.0,0.0,91,2.3,10.3,0.0
2024-01-10,9,2218,8.3,77,5.7,4.5,12.0,0.0,0.0,100,4.0,8.9,0.0
2024-01-10,10,1439,8.5,70,7.47,3.3,37.0,0.0,0.0,100,3.0,12.0,0.0
2024-01-10,11,1286,8.5,62,7.42,1.7,123.0,0.0,0.0,46,2.8,12.2,0.0
2024-01-10,12,1443,8.9,55,9.81,0.4,322.0,0.0,0.0,26,1.7,16.0,3600.0
2024-01-10,13,1443,9.2,47,9.08,-1.6,386.0,0.0,0.0,25,2.1,17.2,3600.0
2024-01-10,14,1573,9.5,44,10.69,-2.1,441.0,0.0,0.0,49,1.5,17.3,3600.0
2024-01-10,15,1788,8.7,44,10.79,-2.9,218.0,0.0,0.0,100,0.5,17.8,3600.0
2024-01-10,16,2223,8.4,46,8.88,-2.5,108.0,0.0,0.0,96,1.3,17.7,550.96
2024-01-10,17,2968,7.9,48,8.37,-2.4,111.0,0.0,0.0,99,1.1,14.6,3600.0
2024-01-10,18,2765,6.7,51,6.8,-2.7,23.0,0.0,0.0,51,0.6,13.6,463.78
2024-01-10,19,1782,6.1,53,6.39,-2.6,0.0,0.0,0.0,49,0.3,10.9,0.0
2024-01-10,20,1233,5.5,56,5.82,-2.6,0.0,0.0,0.0,41,-0.1,10.4,0.0
2024-01-10,21,969,6.7,51,4.71,-2.8,0.0,0.0,0.0,27,1.7,10.3,0.0
2024-01-10,22,679,5.4,63,4.11,-1.0,0.0,0.0,0.0,73,1.0,7.5,0.0
2024-01-10,23,388,5.1,71,4.66,0.2,0.0,0.0,0.0,23,0.6,7.3,0.0
2024-01-11,0,188,5.0,67,5.48,-0.7,0.0,0.0,0.0,95,-0.1,8.8,0.0
2024-01-11,1,78,4.2,61,5.64,-2.6,0.0,0.0,0.0,100,-1.3,9.4,0.0
2024-01-11,2,68,3.7,64,4.6,-2.5,0.0,0.0,0.0,92,-1.2,9.2,0.0
2024-01-11,3,45,2.9,72,3.6,-1.6,0.0,0.0,0.0,3,-1.4,7.4,0.0
2024-01-11,4,50,2.1,78,2.94,-1.4,0.0,0.0,0.0,84,-1.7,5.8,0.0
2024-01-11,5,265,1.9,74,3.45,-2.2,0.0,0.0,0.0,19,-2.3,5.5,0.0
2024-01-11,6,785,1.1,74,3.32,-3.0,0.0,0.0,0.0,0,-3.1,5.5,0.0
2024-01-11,7,1806,0.4,77,3.36,-3.1,0.0,0.0,0.0,0,-3.9,5.3,0.0
2024-01-11,8,3047,-0.1,80,3.36,-3.2,0.0,0.0,0.0,0,-4.4,5.4,0.0
2024-01-11,9,2254,2.6,66,3.76,-3.2,16.0,0.0,0.0,11,-1.9,5.7,103.7
2024-01-11,10,1446,3.9,63,3.71,-2.5,127.0,0.0,0.0,1,-0.5,6.5,3600.0
2024-01-11,11,1421,5.4,57,4.09,-2.3,281.0,0.0,0.0,0,0.8,7.4,3600.0
2024-01-11,12,1581,6.5,51,4.81,-3.0,389.0,0.0,0.0,0,1.5,8.8,3600.0
2024-01-11,13,1608,7.5,44,6.18,-3.9,457.0,0.0,0.0,89,1.6,10.6,3600.0
2024-01-11,14,1784,7.8,45,6.36,-3.6,333.0,0.0,0.0,16,1.8,11.0,3600.0
2024-01-11,15,1948,7.9,45,5.11,-3.3,377.0,0.0,0.0,0,2.6,10.8,3600.0
2024-01-11,16,2498,8.0,46,4.39,-2.9,300.0,0.0,0.0,2,3.2,9.0,3600.0
2024-01-11,17,3212,7.3,51,3.47,-2.1,159.0,0.0,0.0,0,3.1,7.5,3600.0
2024-01-11,18,2850,4.7,63,2.41,-1.9,27.0,0.0,0.0,3,1.0,5.6,845.95
2024-01-11,19,2028,3.8,68,2.77,-1.6,0.0,0.0,0.0,42,0.0,4.2,0.0
